Names
Sylvilagus floridanus nigronuchalis
Sylvilagus floridanus orinoci
Sylvilagus floridanus purgatus
Sylvilagus floridanus superciliaris
Sylvilagus nuttallii nuttallii
Sylvilagus nuttallii grangeri
Sylvilagus nuttallii pinetis
Sylvilagus palustris palustris
Sylvilagus palustris hefneri
Sylvilagus palustris paludicola
Erinaceus concolor concolor
Erinaceus concolor rhodius
Erinaceus concolor transcaucasicus
Hemiechinus auritus auritus
Hemiechinus auritus albulus
Hemiechinus auritus aegyptius
Hemiechinus auritus libycus
Hemiechinus auritus megalotis
Paraechinus hypomelas hypomelas
Paraechinus hypomelas blanfordi
Paraechinus hypomelas eversmanni
Paraechinus hypomelas sabaeus
Paraechinus hypomelas seniculus
Hylomys suillus dorsalis
Crocidura lamottei elegans
Crocidura nigripes nigripes
Crocidura nigripes lipara
Crocidura olivieri manni
Crocidura olivieri occidentalis
Crocidura olivieri spurelli
Crocidura sicula aegatensis
Suncus montanus montanus
Suncus montanus niger
Myosorex longicaudatus longicaudatus
Myosorex longicaudatus boosmani
Cryptotis parva soricina
Sorex bendirii albiventer
Sorex dispar dispar
Sorex dispar blitchi
Sorex fumeus fumeus
Sorex fumeus umbrosus
Sorex hoyi montanus
Sorex monticolus obscurus
Sorex ornatus ornatus
Sorex ornatus juncensis
Sorex ornatus lagunae
Sorex ornatus relictus
Sorex ornatus salarius
Sorex ornatus salicornicus
Sorex ornatus sinuosus
Sorex ornatus willetti
Sorex veraecrucis cristobalensis
Scalopus aquaticus aquaticus
Scalopus aquaticus aereus
Scalopus aquaticus alleni
Scalopus aquaticus anastasae
Scalopus aquaticus australis
Scalopus aquaticus bassi
Scalopus aquaticus caryi
Scalopus aquaticus howelli
Scalopus aquaticus inflatus
Scalopus aquaticus machrinoides
Scalopus aquaticus machrinus
Scalopus aquaticus montanus
Scalopus aquaticus nanus
Scalopus aquaticus parvus
Scalopus aquaticus porteri
Scalopus aquaticus texanus
Scapanus latimanus occultus
Mogera insularis hainana
Talpa europaea cinerea
Urotrichus talpoides centralis
Acerodon leucotis obscurus
Cynopterus brachyotis concolor
Cynopterus sphinx sphinx
Cynopterus sphinx angulatus
Cynopterus sphinx babi
Cynopterus sphinx pagensis
Cynopterus sphinx scherzeri
Cynopterus sphinx serasani
Dobsonia inermis minimus
Dobsonia peronii peronii
Dobsonia peronii grandis
Eonycteris spelaea spelaea
Eonycteris spelaea glandifera
Eonycteris spelaea rosenbergii
Eonycteris spelaea winnyae
Macroglossus minimus minimus
Macroglossus minimus booensis
Macroglossus minimus lagochilus
Macroglossus minimus nanus
Macroglossus sobrinus fraternus
Megaerops wetmorei wetmorei
Megaerops wetmorei albicollis
Nyctimene albiventer albiventer
Nyctimene albiventer papuanus
Nyctimene minutus varius
Pteropus conspicillatus conspicillatus
Pteropus conspicillatus chrysauchen
Pteropus griseus griseus
Pteropus griseus mimus
Pteropus griseus pallidus
Pteropus hypomelanus canus
Pteropus hypomelanus lepidus
Pteropus hypomelanus simalurus
Pteropus macrotis macrotis
Pteropus macrotis epularius
Pteropus ornatus ornatus
Pteropus ornatus auratus
Pteropus temminckii temminckii
Pteropus temminckii liops
Scotonycteris zenkeri occidentalis
Syconycteris australis australis
Syconycteris australis crassa
Syconycteris australis finschi
Syconycteris australis keyensis
Syconycteris australis major
Syconycteris australis naias
Syconycteris australis papuana
Rhinolophus affinis tener
Rhinolophus borneensis spadix
Rhinolophus eloquens perauritus
Rhinolophus hipposideros minimus
Rhinolophus keyensis simplex
Rhinolophus lepidus lepidus
Rhinolophus lepidus cuneatus
Rhinolophus lepidus feae
Rhinolophus lepidus monticola
Rhinolophus lepidus refulgens
Rhinolophus luctus spurcus
Rhinolophus macrotis macrotis
Rhinolophus macrotis caldwelli
Rhinolophus macrotis dohrni
